Reduxo ID,Fulcrum ID,Date,Latitude,Longitude,Site,Space,Level,Location Description,Asset Category,Asset Sub Category,Asset Type,GPS With Arrow,Parent QR Code,QR Code,Quantity,Condition,Photo 1,Condition Ranking,Condition Point
RSP06041,5fec1bcd-fd48-44ff-8505-2fca1746ac20,2021-11-23,-33.87349834,121.9015467,Esperance,Maintenance Workshop Office,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),Yes,,103715,1,3 - Good,RSP06041_Q103715_20211123_01.jpg,Good,3
RSP06042,45f82094-2944-4d95-8c39-c207766c41b4,2021-11-23,-33.87366724,121.901437,Esperance,Maintenance Workshop Storage Shed,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103716,1,3 - Good,,Good,3
RSP06043,d865ce4a-b7e5-497f-8505-40ffb3a01e8c,2021-11-23,-33.87374714,121.9015939,Esperance,Maintenance Workshop Storage Shed,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103717,1,3 - Good,,Good,3
RSP06044,e0b75583-1763-4dac-8e35-b901126d21fd,2021-11-23,-33.87363356,121.9014822,Esperance,Maintenance Workshop Storage Shed,Ground,,Building,Building,Building,No,,109068,1,3 - Good,RSP06044_Q109068_20211123_01.jpg,Good,3
RSP06045,76c20911-fd2f-4bf7-b9b4-f1748601bdd2,2021-11-23,-33.87366724,121.9015406,Esperance,Maintenance Workshop Storage Shed,Ground,,Furniture & Fittings,Furniture,Shelf Racking,No,,,3,3 - Good,,Good,3
RSP06046,3250ec3b-77ff-4040-9552-88f1b54f5fcc,2021-11-23,-33.87366724,121.9015406,Esperance,Maintenance Workshop Storage Shed,Ground,,Electrical,Lighting,Fluorescent Light - Double,No,,,1,3 - Good,,Good,3
RSP06049,434add2d-a1b2-439b-aa0a-955ea20e14f7,2021-11-03,-33.87205639,121.9026584,Esperance,Marine Division Office,Ground,COVID 19 PPE STATION,Building,Building,Building,Yes,,109251,1,3 - Good,RSP06049_Q109251_20211103_01.jpg,Good,3
RSP06050,90f652a4-b6b5-4417-b3b8-fea8f2613ca7,2021-11-03,-33.87193744,121.9026497,Esperance,Marine Division Office,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100937,1,3 - Good,RSP06050_Q100937_20211103_01.jpg,Good,3
RSP06051,25d2707d-4a8f-468d-9b28-4ba3329a25cd,2021-11-03,-33.87193744,121.9026497,Esperance,Marine Division Office,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100936,1,3 - Good,RSP06051_Q100936_20211103_01.jpg,Good,3
RSP06052,32c22547-8822-4fc6-9e7a-e977f1692c6f,2021-11-03,-33.87191712,121.9026443,Esperance,Marine Division Office,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,100938,1,3 - Good,RSP06052_Q100938_20211103_01.jpg,Good,3
RSP06053,fb82377a-0664-4b64-a525-169c157ac820,2021-11-03,-33.87187258,121.9026413,Esperance,Marine Division Office,Ground,Rear External,Plant & Equipment,Workshop Equipment,Trolley,No,,,2,4  - Fair,RSP06053_20211103_01.jpg,Fair,4
RSP06078,c9c74b0b-450c-4157-8bdd-8457654c2328,2021-11-03,-33.87181959,121.9027294,Esperance,Marine Division Storage Container,Ground,By Pilot Boat Jetty,Building,Building,Building,Yes,,109289,1,3 - Good,RSP06078_Q109289_20211103_01.jpg,Good,3
RSP06079,c0c5ee7b-df04-414d-aaac-5a4de36b5aa3,2021-11-03,-33.87187174,121.9039321,Esperance,Marine Division Storage Container,Ground,External,Port Specific,Crane,Sheaves (Pulley),No,,100945,1,3 - Good,RSP06079_Q100945_20211103_01.jpg,Good,3
RSP06080,75f975ef-5b14-4284-b051-13b521c407b9,2021-11-03,-33.87198908,121.9039124,Esperance,Marine Division Storage Container,Ground,,Building,Building,Building,Yes,,109282,1,3 - Good,RSP06080_Q109282_20211103_01.jpg,Good,3
RSP06081,c45fa5d9-9002-4b9a-8bd0-e3d3c616e9f9,2021-11-03,-33.87205361,121.9039008,Esperance,Marine Division Storage Container,Ground,,Building,Building,Building,Yes,,109283,1,3 - Good,RSP06081_Q109283_20211103_01.jpg,Good,3
RSP06082,e423c0a7-984d-4861-a7c1-ca8caacc53b8,2021-11-03,-33.87196489,121.9038852,Esperance,Marine Division Storage Container,Ground,,Building,Building,Building,Yes,,109281,1,3 - Good,RSP06082_Q109281_20211103_01.jpg,Good,3
RSP06094,be269517-c10f-4f6c-9dca-0ace0a434987,2021-11-10,-33.87200063,121.8977255,Esperance,MCC03,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,109361,101853,1,3 - Good,RSP06094_Q101853_20211110_01.jpg,Good,3
RSP06095,5372ac3b-4d96-4a3c-a7c0-ae29e94d8799,2021-11-10,-33.87200063,121.8977255,Esperance,MCC03,Ground,External,Electrical,Lighting,Fluorescent Light - Double,No,109361,,2,3 - Good,,Good,3
RSP06096,960bd044-95b5-4855-8a4b-518afdc289ad,2021-11-10,-33.87200063,121.8977255,Esperance,MCC03,Ground,,Building,Building,Building,No,,109361,1,3 - Good,RSP06096_Q109361_20211110_01.jpg,Good,3
RSP06097,4141b652-1556-49b6-a9e2-245c7c02de1b,2021-11-10,-33.87200063,121.8977255,Esperance,MCC03,Ground,,Electrical,Power Distribution,Motor Control Centre (MCC),No,,101851,1,3 - Good,RSP06097_Q101851_20211110_01.jpg,Good,3
RSP06098,f6d320d2-649c-46b3-8a27-5ec931efefc0,2021-11-10,-33.87200063,121.8977255,Esperance,MCC03,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,101852,1,3 - Good,RSP06098_Q101852_20211110_01.jpg,Good,3
RSP06102,3a98e0dc-7c0f-4d95-a78f-ff3e13754c45,2021-10-26,-33.8756343,121.9010731,Esperance,MCC10/MCC08 Room,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,Yes,,100124,1,3 - Good,,Good,3
RSP06103,902dfb13-47eb-425f-b8ed-46a150f62488,2021-10-26,-33.87569904,121.9012472,Esperance,MCC10/MCC08 Room,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,100128,1,3 - Good,RSP06103_Q100128_20211026_01.jpg,Good,3
RSP06104,ab86a0f3-ad9d-401f-a2a3-01799faecdb0,2021-10-26,-33.87563084,121.901148,Esperance,MCC10/MCC08 Room,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,100125,1,3 - Good,RSP06104_Q100125_20211026_01.jpg,Good,3
RSP06105,5e988b17-551a-4547-aa3f-6a8ba6cbe8ca,2021-10-26,-33.87572854,121.9012234,Esperance,MCC10/MCC08 Room,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,100129,1,3 - Good,RSP06105_Q100129_20211026_01.jpg,Good,3
RSP06106,682d2c1e-56b9-445b-a921-e042517abb43,2021-10-26,-33.87561784,121.9011091,Esperance,MCC10/MCC08 Room,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),Yes,,100123,1,4  - Fair,RSP06106_Q100123_20211026_01.jpg,Fair,4
RSP06204,57a208dd-df0a-4de8-86e2-1658c56ea0e6,2021-11-09,-33.87427436,121.901961,Esperance,MCC11,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,101572,1,3 - Good,RSP06204_Q101572_20211109_01.jpg,Good,3
RSP06205,d8b519d0-ae24-4477-bf1b-ce2ad96824e9,2021-11-09,-33.87426685,121.9019959,Esperance,MCC11,Ground,External,Electrical,Lighting,Fluorescent Light - Single,No,,,2,3 - Good,RSP06205_20211109_01.jpg,Good,3
RSP06206,45371a43-b42d-45f2-a585-dc2d2d792c99,2021-11-09,-33.87426685,121.9019959,Esperance,MCC11,Ground,External,Port Specific,Conveyer,Dust Extractor - Baghouse,No,,101573,1,3 - Good,RSP06206_Q101573_20211109_01.jpg,Good,3
RSP06207,e6849661-9242-45c1-95a5-b1ad7fb5abb0,2021-11-10,-33.87426685,121.9019959,Esperance,MCC11,Ground,,Building,Building,Building,No,,109362,1,3 - Good,RSP06207_Q109362_20211110_01.jpg,Good,3
RSP06208,7b0465fd-b564-4c10-a314-3409908a5d78,2021-11-09,-33.87428828,121.901968,Esperance,MCC11,Ground,,Electrical,Power Distribution,Distribution Board (DB),No,,101194,1,3 - Good,RSP06208_Q101194_20211109_01.jpg,Good,3
RSP06258,16ac53c9-8dbb-433a-a11e-88e8ec5cff9c,2021-11-09,-33.87175301,121.8965843,Esperance,MCC2,Ground,External,Fire Equipment,Fire Suppression,Fire Hose Reel,No,,101121,1,3 - Good,RSP06258_Q101121_20211109_01.jpg,Good,3
RSP06259,73511667-e7ae-4ad3-9d84-b7be5ef2b9a8,2021-11-09,-33.87176082,121.8966011,Esperance,MCC2,Ground,External,Fire Equipment,Fire Suppression,Hydrant,Yes,,101122,1,3 - Good,RSP06259_Q101122_20211109_01.jpg,Good,3
RSP06260,e27b20b7-9e9e-4606-ba9a-44c6859d5ea2,2021-11-09,-33.87174397,121.896429,Esperance,MCC2,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,101119,1,3 - Good,RSP06260_Q101119_20211109_01.jpg,Good,3
RSP06261,3377307c-91f3-4954-bf8a-2bddbf77a455,2021-11-09,-33.87174397,121.896429,Esperance,MCC2,Ground,External,HVAC,Air Conditioning,Outdoor Condenser Unit (Split),No,,101120,1,3 - Good,RSP06261_Q101120_20211109_01.jpg,Good,3
RSP06262,d8748a76-d4b3-42e4-a38a-d98a526609a6,2021-11-09,-33.87171963,121.8965322,Esperance,MCC2,Ground,External,Electrical,Lighting,Flood Light,Yes,,107258,2,3 - Good,RSP06262_Q107258_20211109_01.jpg,Good,3
RSP06319,c8f5c996-22ec-4de6-a8a2-915a23fbdd76,2021-10-29,-33.87125069,121.8967119,Esperance,MCC7,Ground,Beside Door,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,100594,1,3 - Good,RSP06319_Q100594_20211029_01.jpg,Good,3
RSP06320,5f1f5d7a-bcc0-46da-a724-3c5144c26c25,2021-10-29,-33.87124707,121.8967106,Esperance,MCC7,Ground,Beside Door,IT & Communications,IT,Communications Cabinet (Rack),No,,100595,1,3 - Good,RSP06320_Q100595_20211029_01.jpg,Good,3
RSP06321,6e818e7a-40e2-49f1-851c-486c33e23ab2,2021-10-29,-33.87124373,121.8967176,Esperance,MCC7,Ground,Comms Cabinet,IT & Communications,IT,Other,No,,No QR Code,1,3 - Good,RSP06321_20211029_01.jpg,Good,3
RSP06322,f086e77a-bdd2-420b-8817-e99e3c233c1e,2021-10-29,-33.87124373,121.8967176,Esperance,MCC7,Ground,Comms Cabinet,IT & Communications,IT,Switch (Router),No,,No QR Code,1,3 - Good,RSP06322_20211029_01.jpg,Good,3
RSP06323,ad73925d-7720-4cc8-92b3-36ba3fead70e,2021-10-29,-33.87124373,121.8967176,Esperance,MCC7,Ground,Comms Cabinet,IT & Communications,IT,Switch (Router),No,,No QR Code,1,3 - Good,RSP06323_20211029_01.jpg,Good,3
RSP06369,4afb32aa-5c7c-45ce-832c-b016cf532328,2021-10-26,-33.8712557,121.9033102,Esperance,MCC9,Ground,EPA-MCC-09,Electrical,Power Distribution,Air Circuit Breaker (ACB),No,,100374,1,3 - Good,RSP06369_Q100374_20211026_01.jpg,Good,3
RSP06370,c0b410d4-4a02-4c99-8db2-3ab9d5ce0e8c,2021-10-26,-33.87125625,121.9033179,Esperance,MCC9,Ground,EPA-MCC-09,Electrical,Power Distribution,Isolator (for major plant),No,,100370,1,3 - Good,RSP06370_Q100370_20211026_01.jpg,Good,3
RSP06371,24ffa112-1299-417f-b2a9-e612f4cbf06b,2021-10-26,-33.87125291,121.9033088,Esperance,MCC9,Ground,EPA-MCC-09,Electrical,Power Distribution,Isolator (for major plant),No,,100363,1,3 - Good,RSP06371_Q100363_20211026_01.jpg,Good,3
RSP06372,446cfdf2-2ca9-4b35-ac09-21a20187142d,2021-10-26,-33.87125291,121.9033088,Esperance,MCC9,Ground,EPA-MCC-09,Electrical,Power Distribution,Isolator (for major plant),No,,100364,1,3 - Good,RSP06372_Q100364_20211026_01.jpg,Good,3
RSP06373,10c513ad-159a-40a5-8eff-ef4ab672224c,2021-10-26,-33.8712557,121.9033102,Esperance,MCC9,Ground,EPA-MCC-09,Electrical,Power Distribution,Isolator (for major plant),No,,100376,1,3 - Good,RSP06373_Q100376_20211026_01.jpg,Good,3
RSP06432,a104f563-481e-46fd-8694-17fabaa20f3b,2021-11-24,-33.87364915,121.9008459,Esperance,Mechanical Workshop,Ground,Compressor Shed,Building,Building,Building,No,,109028,1,4  - Fair,RSP06432_Q109028_20211124_01.jpg,Fair,4
RSP06433,b78d1d45-4f6d-4a2b-8895-3593070b70e5,2021-11-24,-33.87364219,121.9008452,Esperance,Mechanical Workshop,Ground,Compressor Shed,Electrical,Lighting,Fluorescent Light - Double,No,,,1,4  - Fair,,Fair,4
RSP06434,b27cde1c-12b8-41c4-a413-b5f32b24bca3,2021-11-24,-33.87364219,121.9008452,Esperance,Mechanical Workshop,Ground,Compressor Shed,Plant & Equipment,Workshop Equipment,Compressor,No,,103355,1,4  - Fair,RSP06434_Q103355_20211124_01.jpg,Fair,4
RSP06435,3213edfa-77cc-4da6-9d4b-5e883b183df7,2021-11-24,-33.87358429,121.9011436,Esperance,Mechanical Workshop,Ground,External,Electrical,Power Distribution,Distribution Board (DB),No,,103789,1,3 - Good,RSP06435_Q103789_20211124_01.jpg,Good,3
RSP06436,a7e6db1c-406d-4280-8520-c1f1d95cc5f9,2021-11-24,-33.87358429,121.9011436,Esperance,Mechanical Workshop,Ground,External,Electrical,Power Distribution,Power Meter,No,103789,103790,1,3 - Good,RSP06436_Q103790_20211124_01.jpg,Good,3
RSP06527,afe0d911-3180-4071-8977-21d0badae374,2021-11-25,-33.87016584,121.8938939,Esperance,Mission Control,Ground,Cleaner's Room,Electrical,Lighting,Fluorescent Light - Double,No,,,1,3 - Good,,Good,3
RSP06528,89ebfae8-53e0-4cc8-a6b2-169713bac86b,2021-11-25,-33.87016584,121.8938939,Esperance,Mission Control,Ground,Cleaner's Room,Furniture & Fittings,Office Furniture,Cabinet with Doors,No,,,1,3 - Good,,Good,3
RSP06529,cacb97d0-d955-4e7d-bf89-fb52da0f410a,2021-11-25,-33.87016584,121.8938939,Esperance,Mission Control,Ground,Cleaner's Room,Plant & Equipment,Workshop Equipment,Trolley,No,,,1,3 - Good,,Good,3
RSP06530,971ae1b0-7765-4f50-aca7-7c7c53056b74,2021-11-25,-33.87016557,121.8940026,Esperance,Mission Control,Ground,Conference Room,IT & Communications,Audio Visual,Projector,No,,No QR Code,1,3 - Good,RSP06530_20211125_01.jpg,Good,3
RSP06531,bdfe25af-581a-4518-905a-0084d4b0e822,2021-11-25,-33.87016557,121.8940026,Esperance,Mission Control,Ground,Conference Room,IT & Communications,Audio Visual,Projector Screen,No,,103458,1,3 - Good,RSP06531_Q103458_20211125_01.jpg,Good,3
RSP06764,8fd48037-759e-47f1-aa3e-4f471c008902,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control ,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103924,1,3 - Good,,Good,3
RSP06765,a195180c-8880-4938-8a52-02d239979cb8,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control ,Ground,External,Furniture & Fittings,Occasional & Function Furniture,Barbeque,No,,,2,5 - Poor,,Poor,5
RSP06766,4317d976-3231-4497-8168-f919f22dcc2b,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control ,Ground,External,Furniture & Fittings,Furniture,Shelving,No,,,2,5 - Poor,,Poor,5
RSP06767,4942fa6f-7640-4c32-82be-ff8ca53e2a81,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control ,Ground,External,Electrical,Lighting,Flood Light - LED,No,,,2,3 - Good,,Good,3
RSP06768,171a8ed9-693a-4dd8-95b0-556ee795f535,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control ,Ground,External,Electrical,Lighting,Fluorescent Light - Double,No,,,1,3 - Good,,Good,3
RSP06773,74d35af4-110e-4b83-a08b-b188eed904a0,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control 2,Ground,Hallway,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103921,1,3 - Good,,Good,3
RSP06774,8e548092-5b5d-43fc-9f29-b13bb047a8a0,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control 2,Ground,Hallway,IT & Communications,IT,Communications Cabinet (Rack),No,,No QR Code,1,3 - Good,RSP06774_20211126_01.jpg,Good,3
RSP06775,f6033149-b7c7-4ab8-94e1-cc95e4c70626,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control 2,Ground,Hallway,IT & Communications,IT,Desktop PC,No,,,1,3 - Good,RSP06775_20211126_01.jpg,Good,3
RSP06776,8b4ba488-e244-4041-b9e2-e6e10a3837e8,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control 2,Ground,Hallway,IT & Communications,IT,Multifunction Printer & Photocopier,No,,,1,3 - Good,RSP06776_20211126_01.jpg,Good,3
RSP06777,ecc17b23-9468-4556-ba03-4cebb5c65f32,2021-11-26,-33.87014162,121.8941142,Esperance,Mission Control 2,Ground,Hallway,IT & Communications,IT,Other,No,,,1,3 - Good,RSP06777_20211126_01.jpg,Good,3
RSP06786,5b5d0731-6018-43de-9284-98eb587add3c,2021-11-23,-33.87016745,121.8943827,Esperance,Mission Control Parking,Ground,,Electrical,Lighting,LED Light,Yes,,107510,2,3 - Good,RSP06786_Q107510_20211123_01.jpg,Good,3
RSP06787,e6386136-4ce4-49f3-bd4d-89005418f80e,2021-11-22,-33.87021178,121.8941712,Esperance,Mission Control Parking,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103624,1,3 - Good,RSP06787_Q103624_20211122_01.jpg,Good,3
RSP06788,ea571ea6-02dc-4bf5-8745-a12c059524c1,2021-11-22,-33.86996457,121.8941477,Esperance,Mission Control Parking,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103640,1,3 - Good,RSP06788_Q103640_20211122_01.jpg,Good,3
RSP06789,21f993dd-d2bf-4e83-b853-9460a9438992,2021-11-22,-33.86980562,121.8941695,Esperance,Mission Control Parking,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103651,1,3 - Good,RSP06789_Q103651_20211122_01.jpg,Good,3
RSP06790,cb233c33-ca34-45d5-9bf6-f89b3843991d,2021-11-22,-33.86996457,121.8941477,Esperance,Mission Control Parking,Ground,,Plant & Equipment,Vehicles,Car - Ute,No,,103638,1,3 - Good,RSP06790_Q103638_20211122_01.jpg,Good,3
RSP06804,000c033f-57e2-4515-8418-14a37dfa5d67,2021-11-24,-33.86963775,121.8940642,Esperance,Mobile Mechanic's Workshop,Ground,External,Fire Equipment,EWIS,EWIS Speaker - Horn,No,,,1,3 - Good,RSP06804_20211124_01.jpg,Good,3
RSP06805,6c9e2e45-0ffa-4247-8def-9642f1baf895,2021-11-24,-33.86963775,121.8940642,Esperance,Mobile Mechanic's Workshop,Ground,External,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103762,3,3 - Good,RSP06805_Q103762_20211124_01.jpg,Good,3
RSP06806,70544a11-e537-437d-82a2-152dd21c8d07,2021-11-24,-33.86963775,121.8940642,Esperance,Mobile Mechanic's Workshop,Ground,External,Electrical,Lighting,Fluorescent Light - Double,No,,,1,3 - Good,,Good,3
RSP06807,37ba5d52-11cc-4d9d-b1f9-e24216a04615,2021-11-24,-33.86963831,121.8941826,Esperance,Mobile Mechanic's Workshop,Ground,External,Plant & Equipment,Plant,Platform Ladder,No,,,2,3 - Good,RSP06807_20211124_01.jpg,Good,3
RSP06808,6da313b3-e5e7-4917-b622-79b4f13e875f,2021-11-24,-33.86963775,121.8940642,Esperance,Mobile Mechanic's Workshop,Ground,External,Hydraulics,Domestic Water,Safety Eye Wash & Shower (Plumbed),No,,103761,1,3 - Good,RSP06808_Q103761_20211124_01.jpg,Good,3
RSP06835,cbd9c923-6ced-46f0-a86f-d2a770971f81,2021-11-26,-33.87010376,121.8939164,Esperance,MRL Office,Ground,,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,3 - Good,,Good,3
RSP06836,ac58d91a-dc52-4202-b928-3a2b3b5db5c8,2021-11-26,-33.87010376,121.8939164,Esperance,MRL Office,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103928,1,3 - Good,RSP06836_Q103928_20211126_01.jpg,Good,3
RSP06837,262bb197-23a8-4f70-80d4-8144d63320ba,2021-11-26,-33.87010376,121.8939164,Esperance,MRL Office,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103929,1,3 - Good,RSP06837_Q103929_20211126_01.jpg,Good,3
RSP06838,01509e71-374c-46ea-99f2-7d69341f68fd,2021-11-26,-33.87010376,121.8939164,Esperance,MRL Office,Ground,,IT & Communications,IT,Docking Station,No,,,2,3 - Good,,Good,3
RSP06839,dc74b67d-7bfa-4040-8522-e03553e406f4,2021-11-26,-33.87010376,121.8939164,Esperance,MRL Office,Ground,,IT & Communications,IT,Monitor,No,,,6,3 - Good,,Good,3
RSP06849,0599b347-d13b-4a43-8fc2-6d7ce7b29dfa,2021-11-26,-33.87025131,121.8940572,Esperance,OHS Admin,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103927,1,3 - Good,RSP06849_Q103927_20211126_01.jpg,Good,3
RSP06850,06d494d2-5c76-4dea-ad88-4b2eb566d773,2021-11-26,-33.87025131,121.8940572,Esperance,OHS Admin,Ground,,IT & Communications,IT,Desktop PC,No,,,1,3 - Good,,Good,3
RSP06851,70c54981-93af-4dd3-886e-a2a73ba558fe,2021-11-26,-33.87025131,121.8940572,Esperance,OHS Admin,Ground,,IT & Communications,IT,Monitor,No,,,2,3 - Good,,Good,3
RSP06852,bedd7922-58c2-45c1-9f41-fe7406351691,2021-11-26,-33.87025131,121.8940572,Esperance,OHS Admin,Ground,,Electrical,Lighting,Fluorescent Light - Double,No,,,3,3 - Good,,Good,3
RSP06853,c8100b62-bddb-4fb8-b21d-a82759aa5c04,2021-11-26,-33.87025131,121.8940572,Esperance,OHS Admin,Ground,,Furniture & Fittings,Office Furniture,Bookcase Cabinet (No doors),No,,,3,3 - Good,,Good,3
RSP06858,d6af9412-5b87-4614-9003-647b2c6c21f7,2021-11-26,-33.87005449,121.8940689,Esperance,OHS Advisors,Ground,,Fire Equipment,Fire Detection,Smoke Detector,No,,,1,3 - Good,,Good,3
RSP06859,b1984ea2-f8b6-407c-9c52-ea2109a3d18c,2021-11-26,-33.87005449,121.8940689,Esperance,OHS Advisors,Ground,,Furniture & Fittings,Occasional & Function Furniture,Dining Table Round,No,,,1,3 - Good,,Good,3
RSP06860,fb449ede-f98b-4b67-97a5-fa501d0e540c,2021-11-26,-33.87005449,121.8940689,Esperance,OHS Advisors,Ground,,HVAC,Air Conditioning,Indoor Fan Unit (Split) - Wall Mounted,No,,103931,1,3 - Good,RSP06860_Q103931_20211126_01.jpg,Good,3
RSP06861,0aa80a0b-a69f-4b44-9d6f-52f0c1ddb803,2021-11-26,-33.87005449,121.8940689,Esperance,OHS Advisors,Ground,,IT & Communications,IT,Docking Station,No,,,1,3 - Good,,Good,3
RSP06862,b14bdfa0-f2ea-490d-ab60-10cfadaff1f3,2021-11-26,-33.87005449,121.8940689,Esperance,OHS Advisors,Ground,,IT & Communications,IT,Laptop Computer,No,,,1,3 - Good,RSP06862_20211126_01.jpg,Good,3
RSP06871,94bd2870-b0cf-45b3-be3b-2204865e364f,2021-11-23,-33.87380838,121.9015972,Esperance,Oil Recovery Shed,Ground,,Building,Building,Building,No,,109069,1,3 - Good,RSP06871_Q109069_20211123_01.jpg,Good,3
RSP06872,75e877c3-8542-4370-aa10-1f1517f22680,2021-11-23,-33.87380838,121.9015972,Esperance,Oil Recovery Shed,Ground,,Electrical,Lighting,Fluorescent Light - Double,No,,,1,3 - Good,,Good,3
RSP06873,3b3bdef9-4b3a-4e2d-b363-caa3e5d68017,2021-11-23,-33.87380838,121.9015972,Esperance,Oil Recovery Shed,Ground,,Hydraulics,Waste,Grease Trap Pump,No,,103718,1,4  - Fair,RSP06873_Q103718_20211123_01.jpg,Fair,4
RSP06874,ff7852da-ff62-4b56-b7c6-52d545ef6fbc,2021-11-23,-33.87380838,121.9015972,Esperance,Oil Recovery Shed,Ground,,Hydraulics,Waste,Water Tank,No,,,1,3 - Good,RSP06874_20211123_01.jpg,Good,3
RSP06875,ce9d3757-cf2c-4101-8dac-1b93a6e21487,2021-11-23,-33.87374942,121.9014357,Esperance,Oil Recovery Shed,Ground,,Hydraulics,Domestic Water,Water Tank,No,,,1,3 - Good,RSP06875_20211123_01.jpg,Good,3
RSP06876,70987657-197f-4059-a487-aa7ac18c6068,2021-11-12,-33.87019452,121.8958368,Esperance,Oil Spillage Container,Ground,,Building,Building,Building,Yes,,109380,1,3 - Good,RSP06876_Q109380_20211112_01.jpg,Good,3
RSP06877,565e8e3b-a1ce-4ca0-b54b-7f7ddd1eec71,2021-11-12,-33.87019452,121.8958368,Esperance,Oil Spillage Container,Ground,,Electrical,Lighting,LED Light,Yes,109380,,1,3 - Good,RSP06877_20211112_01.jpg,Good,3
RSP06878,880e0c76-82bd-466f-b3b0-b651ce5cba89,2021-11-12,-33.87019452,121.8958368,Esperance,Oil Spillage Container,Ground,,Port Specific,Berth,Lifebuoy,Yes,109380,,1,3 - Good,RSP06878_20211112_01.jpg,Good,3
RSP06879,1281dcfc-dead-47fa-8454-34be305de4ad,2021-11-26,-33.8702154,121.8957577,Esperance,Oil Spillage Container,Ground,,Port Specific,Enviromental,Spill Response,No,,,1,3 - Good,RSP06879_20211126_01.jpg,Good,3
RSP06880,933a138f-3b2c-429b-8c6e-591095f82e8e,2021-11-26,-33.86978223,121.8942527,Esperance,Oil Storage Shed,Ground,External Rear,Fire Equipment,EWIS,EWIS Speaker - Horn,No,,,2,3 - Good,,Good,3
RSP06881,3cf12b9b-67da-4069-9952-010826f4bf10,2021-11-26,-33.86977695,121.8942165,Esperance,Oil Storage Shed,Ground,External Rear,HVAC,Air Conditioning,Exhaust Fan,No,,103942,1,3 - Good,RSP06881_Q103942_20211126_01.jpg,Good,3
RSP06882,706514bc-62b8-4944-9679-3f1d658f988d,2021-11-24,-33.86969538,121.8942735,Esperance,Oil Storage Shed,Ground,,Security & Access,Access Control,Motorised Roller Door,No,,103318,1,3 - Good,RSP06882_Q103318_20211124_01.jpg,Good,3
RSP06883,46717107-ad36-4607-91d7-74ba88b3716b,2021-11-24,-33.86969538,121.8942735,Esperance,Oil Storage Shed,Ground,,Fire Equipment,Fire Suppression,Portable Fire Extinguisher,No,,103319,1,3 - Good,,Good,3
RSP06884,2afafdc8-9668-4362-a4b3-3cc1714eb9db,2021-11-24,-33.86970791,121.8942624,Esperance,Oil Storage Shed,Ground,,Furniture & Fittings,Furniture,Shelf Racking,No,,,3,3 - Good,,Good,3
RSP06887,e5b6d8a0-bbdf-4ad7-98c5-31d9a5ae23e1,2021-11-26,-33.8697808,121.8940677,Esperance,Oily Water Separator Shed,Ground,External Rear,Electrical,Lighting,Fluorescent Light - Double,No,,,2,3 - Good,,Good,3
RSP06888,702ecb38-de57-4aca-b68e-4a58b024bf8d,2021-11-26,-33.86974939,121.8940696,Esperance,Oily Water Separator Shed,Ground,,Building,Building,Building,No,,109042,1,3 - Good,RSP06888_Q109042_20211126_01.jpg,Good,3
